# DEGORA gene-symbol retirement table
# source	https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt
# snapshot_date	2026-09-02
# source_sha256	854162118530e929f06249f3349465dd5fe0515fcccf0347f463e833609c1270
# rule	unambiguous HGNC prev_symbol -> approved symbol; a previous symbol that is itself an approved symbol, names more than one approved symbol, is accession- or number-shaped, belongs to an Excel date-damage family, or is a token whose non-gene meaning dominates in a spreadsheet is not listed
# counts	approved_records=45045; previous_symbols_seen=15746; dropped_symbol_reused_as_current=230; dropped_ambiguous_target=84; dropped_not_a_symbol_token=2; dropped_excel_date_family=29; dropped_non_gene_token=3; kept=15398
previous_symbol	current_symbol
MIRN591	MIR591
MIRN592	MIR592
MIRN593	MIR593
MIRN595	MIR595
MIRN596	MIR596
MIRN597	MIR597
MIRN598	MIR598
MIRN599	MIR599
MIRN600	MIR600
MIRN601	MIR601
MIRN602	MIR602
MIRN603	MIR603
MIRN604	MIR604
MIRN605	MIR605
MIRN606	MIR606
MIRN607	MIR607
MIRN608	MIR608
MIRN609	MIR609
MIRN610	MIR610
MIRN611	MIR611
MIRN612	MIR612
MIRN613	MIR613
MIRN614	MIR614
MIRN615	MIR615
MIRN616	MIR616
MIRN617	MIR617
MIRN618	MIR618
MIRN619	MIR619
MIRN620	MIR620
MIRN621	MIR621
MIRN622	MIR622
MIRN623	MIR623
MIRN624	MIR624
MIRN625	MIR625
MIRN626	MIR626
MIRN627	MIR627
MIRN628	MIR628
MIRN629	MIR629
MIRN630	MIR630
MIRN631	MIR631
MIRN632	MIR632
MIRN633	MIR633
MIRN634	MIR634
MIRN635	MIR635
MIRN636	MIR636
MIRN637	MIR637
MIRN638	MIR638
MIRN639	MIR639
MIRN640	MIR640
MIRN641	MIR641
MIRN642	MIR642A
MIRN643	MIR643
MIRN644	MIR644A
MIRN645	MIR645
MIRN646	MIR646
MIRN647	MIR647
MIRN648	MIR648
MIRN649	MIR649
MIRN650	MIR650
MIRN651	MIR651
MIRN652	MIR652
MIRN653	MIR653
MIRN654	MIR654
MIRN655	MIR655
MIRN656	MIR656
MIRN657	MIR657
MIRN658	MIR658
MIRN659	MIR659
MIRN660	MIR660
MIRN661	MIR661
MIRN662	MIR662
MIRN663	MIR663A
MIRN663B	MIR663B
MIRN664	MIR664A
MIRN665	MIR665
MIRN668	MIR668
MIRN671	MIR671
MIRN675	MIR675
MIRN7-1	MIR7-1
MIRN7-2	MIR7-2
MIRN7-3	MIR7-3
MIRN708	MIR708
MIRN744	MIR744
MIRN758	MIR758
MIRN760	MIR760
MIRN765	MIR765
MIRN766	MIR766
MIRN767	MIR767
MIRN768	SNORD71
MIRN769	MIR769
MIRN770	MIR770
MIRN802	MIR802
MIRN873	MIR873
MIRN874	MIR874
MIRN875	MIR875
MIRN876	MIR876
MIRN877	MIR877
MIRN885	MIR885
MIRN886	VTRNA2-1
MIRN887	MIR887
MIRN888	MIR888
MIRN889	MIR889
MIRN890	MIR890
MIRN891A	MIR891A
MIRN891B	MIR891B
MIRN892A	MIR892A
MIRN892B	MIR892B
MIRN9-1	MIR9-1
MIRN9-2	MIR9-2
MIRN9-3	MIR9-3
MIRN92-1	MIR92A1
MIRN92-2	MIR92A2
MIRN920	MIR920
MIRN921	MIR921
MIRN922	MIR922
MIRN924	MIR924
MIRN92A1	MIR92A1
MIRN92A2	MIR92A2
MIRN92B	MIR92B
MIRN93	MIR93
MIRN933	MIR933
MIRN934	MIR934
MIRN935	MIR935
MIRN936	MIR936
MIRN937	MIR937
MIRN938	MIR938
MIRN939	MIR939
MIRN940	MIR940
MIRN941-1	MIR941-1
MIRN941-2	MIR941-2
MIRN941-3	MIR941-3
MIRN941-4	MIR941-4
MIRN942	MIR942
MIRN943	MIR943
MIRN944	MIR944
MIRN95	MIR95
MIRN96	MIR96
MIRN98	MIR98
MIRN99A	MIR99A
MIRN99B	MIR99B
MIRNLET7A1	MIRLET7A1
MIRNLET7A2	MIRLET7A2
MIRNLET7A3	MIRLET7A3
MIRNLET7B	MIRLET7B
MIRNLET7C	MIRLET7C
MIRNLET7D	MIRLET7D
MIRNLET7E	MIRLET7E
MIRNLET7F1	MIRLET7F1
MIRNLET7F2	MIRLET7F2
MIRNLET7G	MIRLET7G
MIRNLET7I	MIRLET7I
MIZF	HINFP
MJD	ATXN3
MKI67IP	NIFK
MKI67IPP1	NIFKP1
MKI67IPP2	NIFKP2
MKI67IPP3	NIFKP3
MKI67IPP4	NIFKP4
MKI67IPP5	NIFKP5
MKI67IPP6	NIFKP6
MKI67IPP7	NIFKP7
MKI67IPP8	NIFKP8
MKI67IPP9	NIFKP9
MKL1	MRTFA
MKL2	MRTFB
MKLN1-AS1	LINC-PINT
MKLN1-AS2	MKLN1-AS
MKRN2-AS1	MKRN2OS
MKRN4	MKRN4P
MKRN5	MKRN9P
MKRNP1	MKRN5P
MKRNP2	MKRN6P
MKRNP3	MKRN7P
MKRNP4	MKRN8P
MKRNP5	MKRN4P
MKRNP6	MKRN9P
MKS	MKS1
MKS2	TMEM216
MKS3	TMEM67
MLA1	CD63
MLF1IP	CENPU
MLK1	MAP3K9
MLK2	MAP3K10
MLK3	MAP3K11
MLK7-AS1	MAP3K20-AS1
MLL	KMT2A
MLL2	KMT2D
MLL3	KMT2C
MLL3P	BAGE4
MLL5	KMT2E
MLLT10L	MLLT10P1
MLLT2	AFF1
MLLT4	AFDN
MLLT4-AS1	AFDN-DT
MLLT7	FOXO4
MLM	CDKN2A
MLP	MARCKSL1
MLR	NR3C2
MLS	HCCS
MLSN1	TRPM1
MLSTD1	FAR2
MLSTD2	FAR1
MLT	MALT1
MLVAR	SLC20A2
MLZE	GSDMC
MMEL2	MMEL1
MMP18	MMP19
MMP22	MMP23B
MMP24-AS1	MMP24OS
MMPL1	MMP25
MMRN	MMRN1
MMS19L	MMS19
MMSDH	ALDH6A1
MNAB	RC3H2
MNBH	DYRK1A
MNF1	UQCC2
MNG1	DICER1
MNGIE	TYMP
MNK	ATP7A
MOBK1B	MOB1A
MOBKL1A	MOB1B
MOBKL1B	MOB1A
MOBKL1BP1	MOB1AP1
MOBKL1BP2	MOB1AP2
MOBKL2A	MOB3A
MOBKL2B	MOB3B
MOBKL2C	MOB3C
MOBKL3	MOB4
MOCS1P2	MOCS1P1
MOCS3P	MOCS3P1
MODY	HNF4A
MODY1	HNF4A
MODY2	GCK
MODY3	HNF1A
MORC	MORC1
MORF4LP1	MORF4L1P1
MORF4LP2	MORF4L1P2
MORF4LP3	MORF4L1P3
MORF4LP4	MORF4L2P1
MORF4LP5	MORF4L1P5
MOSC1	MTARC1
MOSC2	MTARC2
MOV34L	PSMD7P1
MOX1	CD200
MOX2	CD200
MOX2R	CD200R1
MOX44	CD53
MOXD2	MOXD2P
MPB1	ENO1
MPD1	MYH7
MPD2	MATR3
MPHOSPH1	KIF20B
MPP5	PALS1
MPP6	PALS2
MPPE1P	MPPE1P1
MPSL1	MMP7
MRC1L1	MRC1
MRCL	CLEC18A
MRCL2	CLEC18B
MRCL3	CLEC18C
MRE11A	MRE11
MRE11B	MRE11P1
MRP	ABCC1
MRP1	ABCC1
MRP63	MRPL57
MRP63P1	MRPL57P1
MRP63P10	MRPL57P10
MRP63P2	MRPL57P2
MRP63P3	MRPL57P3
MRP63P6	MRPL57P6
MRP63P7	MRPL57P7
MRP63P8	MRPL57P8
MRP63P9	MRPL57P9
MRP64	MRPL51
MRPL56	LACTB
MRPS16P	MRPS16P2
MRPS18AL1	RSPH9
MRPS29P2	DAP3P2
MRPS31P3	MRPS31P5
MRPS36	KGD4
MRPS4	IMP3
MRRFP	MRRFP1
MRS	DEFA1
MRS2L	MRS2
MRS2LP1	MRS2P1
MRT12	ST3GAL3
MRT17	PGAP2
MRT18	MED23
MRT21	PGAP2
MRT22	TUSC3
MRT27	LINS1
MRT2A	CRBN
MRT5	NSUN2
MRVI1	IRAG1
MRVI1-AS1	IRAG1-AS1
MRVLDC1	MARVELD1
MRVLDC2	MARVELD2
MRVLDC3	MARVELD3
MRX1	IQSEC2
MRX10	IL1RAPL1
MRX12	THOC2
MRX13	KDM5C
MRX16	MECP2
MRX18	IQSEC2
MRX19	RPS6KA3
MRX2	PQBP1
MRX21	IL1RAPL1
MRX22	SLC16A2
MRX29	ARX
MRX3	HCFC1
MRX30	PAK3
MRX32	ARX
MRX33	ARX
MRX34	IL1RAPL1
MRX35	THOC2
MRX36	ARX
MRX38	ARX
MRX41	GDI1
MRX43	ARX
MRX44	FTSJ1
MRX45	ZNF81
MRX46	ARHGEF6
MRX47	PAK3
MRX48	GDI1
MRX50	SYN1
MRX52	ATRX
MRX54	ARX
MRX55	PQBP1
MRX58	TSPAN7
MRX59	AP1S2
MRX60	OPHN1
MRX62	UPF3B
MRX63	ACSL4
MRX65	ZNF711
MRX68	ACSL4
MRX72	RAB39B
MRX74	EFHC2
MRX76	ARX
MRX78	IQSEC2
MRX79	MECP2
MRX85	DMD
MRX87	ARX
MRX9	FTSJ1
MRX92	ZNF674
MRXS1	ARX
MRXS10	HSD17B10
MRXS3	PQBP1
MRXS4	ZC4H2
MRXS5	AP1S2
MRXS6	HDAC8
MRXS8	PQBP1
MS4A16	MS4A14
MS4A4	MS4A4A
MS4A6	MS4A6A
MS4A8B	MS4A8
MSBP3	PRDM9
MSF	SEPTIN9
MSG1	CITED1
MSH5-C6ORF26	MSH5-SAPCD1
MSK12	ITGB1
MSK16	ACAN
MSK18	ITGA3
MSK21	CD59
MSK8	ITGAV
MSL2L1	MSL2
MSL3L1	MSL3
MSL3L2	MSL3B
MSL3P1	MSL3B
MSNL1	MSNP1
MSRB	MSRB2
MSS	SIL1
MSSE	TGFBR1
MST1P	MST1L
MST1P7	MST1L
MSTO2	MSTO2P
MSTP2	MST1P2
MSTP7	MST1L
MSTP9	MST1L
MSX2P	MSX2P1
MT1I	MT1IP
MT1J	MT1JP
MT1K	MT1M
MT1NP	MT1JP
MT1P2	MT1HL1
MT1Q	MT1B
MT1S	MT1A
MT2	MT2A
MT7SDNA	MT-7SDNA
MTA1L1	MTA2
MTAC2D1	TC2N
MTATP6	MT-ATP6
MTATP8	MT-ATP8
MTATT	MT-ATT
MTC1	RET
MTCL1-AS1	GACAT2
MTCO1	MT-CO1
MTCO2	MT-CO2
MTCO2L	MTCO2P1
MTCO3	MT-CO3
MTCP1NB	CMC4
MTCSB1	MT-CSB1
MTCSB2	MT-CSB2
MTCSB3	MT-CSB3
MTCYB	MT-CYB
MTERF	MTERF1
MTERFD1	MTERF3
MTERFD2	MTERF4
MTERFD3	MTERF2
MTH1	NUDT1
MTHFC	MTHFD1
MTHFD	MTHFD1
MTHFDL1	MTHFD1P1
MTHFDP1	MTHFD1P1
MTHPR	MT-HPR
MTHSP1	MT-HSP1
MTHSP2	MT-HSP2
MTL1	MT1XP1
MTL3	MTL3P
MTL4	MT1P3
MTL5	TESMIN
MTLSP	MT-LSP
MTMR15	FAN1
MTMR9L	MTMR9LP
MTND1	MT-ND1
MTND2	MT-ND2
MTND3	MT-ND3
MTND4	MT-ND4
MTND4L	MT-ND4L
MTND5	MT-ND5
MTND6	MT-ND6
MTOHR	MT-OHR
MTOLR	MT-OLR
MTP	MTTP
MTRNR1	MT-RNR1
MTRNR2	MT-RNR2
MTRNR3	MT-RNR3
MTS1	S100A4
MTSS1L	MTSS2
MTTA	MT-TA
MTTAS	MT-TAS
MTTC	MT-TC
MTTD	MT-TD
MTTE	MT-TE
MTTER	MT-TER
MTTF	MT-TF
MTTFH	MT-TFH
MTTFL	MT-TFL
MTTFX	MT-TFX
MTTFY	MT-TFY
MTTG	MT-TG
MTTH	MT-TH
MTTI	MT-TI
MTTK	MT-TK
MTTL1	MT-TL1
MTTL2	MT-TL2
MTTM	MT-TM
MTTN	MT-TN
MTTQ	MT-TQ
MTTR	MT-TR
MTTS1	MT-TS1
MTTS2	MT-TS2
MTTT	MT-TT
MTTV	MT-TV
MTTW	MT-TW
MTTY	MT-TY
MTX	MTX1
MTX1P	MTX1LP
MTX1P1	MTX1LP
MTXP	MTX1LP
MUC11	MUC12
MUC3	MUC3A
MUC5	MUC5B
MUC9	OVGP1
MUCDHL	CDHR5
MUDENG	AP5M1
MUL	TRIM37
MULK	AGK
MUM1L1	PWWP3B
MUPCDH	CDHR5
MURC	CAVIN4
MUT	MMUT
MUTED	BLOC1S5
MUTED-TXNDC5	BLOC1S5-TXNDC5
MXRA1	ATP2B4
MXRA2	PARVA
MXRA3	KANK2
MXRA4	CD93
MXRA5P	MXRA5Y
MXRA5P1	MXRA5Y
MXRA6	TNS1
MXS1	TSPAN7
MYB-AS	MYB-AS1
MYBAS	MYB-AS1
MYCL1	MYCL
MYCL1P1	MYCLP1
MYCL2	MYCLP1
MYCL3	MYCLP3
MYCNUN	MYCNUT
MYCPBP	DENND4A
MYD118	GADD45B
MYEOV2	COPS9
MYETS1	CNMD
MYF3	MYOD1
MYF4	MYOG
MYH12	MYO5A
MYH5	MYH16
MYHL	MYO1A
MYL6P	MYL6P1
MYL8P	MYL12BP3
MYLK-AS2	MYLK-AS1
MYLKP	MYLKP1
MYLPF	MYL11
MYMY2	RNF213
MYO15	MYO15A
MYOHD1	MYO19
MYOZ	MYOZ1
MYP6	SCO2
MYPT1	PPP1R12A
MYPT2	PPP1R12B
MYSB	CACNB2
MYST1	KAT8
MYST2	KAT7
MYST3	KAT6A
MYST4	KAT6B
N4BP2L2-IT1	MICOS10P1
N4BP2L2IT1	MICOS10P1
N6AMT1	HEMK2
N6AMT2	EEF1AKMT1
NABP1-OT1	NABP1
NAC	XK
NACAL	NACA2
NACAP1	NACA4P
NACAP3	NACAP8
NACAP4	NACAP9
NACB	BTF3
NACGT1	GCNT2
NACGT2	GCNT1
NADKD1	NADK2
NADKD1-AS1	NADK2-AS1
NAGR1	HNRNPM
NALP1	NLRP1
NALP10	NLRP10
NALP11	NLRP11
NALP12	NLRP12
NALP13	NLRP13
NALP14	NLRP14
NALP2	NLRP2
NALP4	NLRP4
NALP5	NLRP5
NALP6	NLRP6
NALP7	NLRP7
NALP8	NLRP8
NALP9	NLRP9
NAMPTL	NAMPTP1
NAMSD	AIFM1
NANTA3	ST3GAL4
NAP1L6	NAP1L6P
NAPRT1	NAPRT
NARF-OT1	NARF-IT1
NARFL	CIAO3
NARG1	NAA15
NARG1L	NAA16
NARG2	ICE2
NARG2P1	ICE2P1
NARG2P2	ICE2P2
NARS	NARS1
NARSP	NARS1P1
NARSP1	NARS1P1
NARSP2	NARS1P2
NAT11	NAA40
NAT12	NAA30
NAT13	NAA50
NAT15	NAA60
NAT5	NAA20
NAT6	NAA80
NAT8L	ASPNAT
NAV2-AS6	LEISA1
NBCCS	PTCH1
NBIA1	PANK2
NBP1	NUBP1
NBPF16	NBPF15
NBPF23	NBPF17P
NBPF23P	NBPF17P
NBPF24	NBPF11
NBPF5	NBPF5P
NBPF7	NBPF7P
NBPF8P	NBPF8
NBS	NBN
NBS1	NBN
NCA	CEACAM6
NCAD	CDH2
NCB5OR	CYB5R4
NCBP	NCBP1
NCBP2-AS2	NCBP2AS2
NCK	NCK1
NCK1-AS1	NCK1-DT
NCL	NUCLEOLIN
NCLP1	NUCLEOLINP1
NCLP2	NUCLEOLINP2
NCMAP-DT	RCAN3AS
NCOA4P	NCOA4P1
NCOA6IP	TGS1
NCRNA00028	LINC00028
NCRNA00029	LINC00029
NCRNA00032	REXO6P
NCRNA00051	LINC00051
NCRNA00052	LINC00052
NCRNA00081	BBIP1
NCRNA00082	ARMH1
NCRNA00083	CLEC20A
NCRNA00084	NEAT1
NCRNA00085	SPACA6
NCRNA00086	SMIM10L2A
NCRNA00087	SMIM10L2B
NCRNA00092	LINC00092
NCRNA00093	DNMBP-AS1
NCRNA00094	BRD3OS
NCRNA00095	FBXL19-AS1
NCRNA00099	KCNIP4-IT1
NCRNA00102	LINC00102
NCRNA00103	CD99P1
NCRNA00105	ASMTL-AS1
NCRNA00106	LINC00106
NCRNA00107	LINC00685
NCRNA00110	GRIK1-AS1
NCRNA00111	LINC00111
NCRNA00112	LINC00112
NCRNA00113	LINC00113
NCRNA00114	LINC00114
NCRNA00115	LINC00115
NCRNA00116	MTLN
NCRNA00117	PRORSD1P
NCRNA00118	DBH-AS1
NCRNA00119	NPHP3-AS1
NCRNA00152	CYTOR
NCRNA00153	KIZ
NCRNA00154	SACK1C-AS1
NCRNA00157	LINC03147
NCRNA00158	LINC00158
NCRNA00159	LINC00159
NCRNA00160	LINC00160
NCRNA00161	LINC00161
NCRNA00162	PICSAR
NCRNA00163	LINC00163
NCRNA00164	ANKRD30BL
NCRNA00165	LINC00165
NCRNA00166	RIIAD1
NCRNA00167	PRDM10-DT
NCRNA00168	ADARB2-AS1
NCRNA00169	ABCA15P
NCRNA00171	POLR1HASP
NCRNA00173	LINC00173
NCRNA00174	LINC00174
NCRNA00175	COL18A1-AS1
NCRNA00176	C20ORF204
NCRNA00181	A1BG-AS1
NCRNA00182	FTX
NCRNA00183	JPX
NCRNA00184	LINC00184
NCRNA00185	TTTY14
NCRNA00186	MACROD2-AS1
NCRNA00188	SNHG29
NCRNA00189	LINC00189
NCRNA00200	LINC00200
NCRNA00201	HNRNPU
NCRNA00202	FAM238C
NCRNA00203	ITPK1-AS1
NCRNA00204	FAM223A
NCRNA00204A	FAM223A
NCRNA00204B	FAM223B
NCRNA00205	LINC00205
NCRNA00207	LINC00207
NCRNA00208	LINC00208
NCRNA00210	LINC00210
NCRNA00211	PIRAT1
NCRNA00212	DLX6-AS1
NCRNA00213	HOTTIP
NCRNA00216	LINC00216
NCRNA00219	EPB41L4A-AS1
NCRNA00220	TMEM253
NCRNA00221	LINC00221
NCRNA00222	LINC00222
NCRNA00223	CDH23-AS1
NCRNA00224	LINC02584
NCRNA00226	LINC00226
NCRNA00227	MACROD2-IT1
NCRNA00228	BACE2-IT1
NCRNA00229	LINC00229
NCRNA00230A	FAM224A
NCRNA00230B	FAM224B
NCRNA00235	LINC00235
NCRNA00236	CXXC1P1
NCRNA00237	LINC00237
NCRNA00238	CCDC196
NCRNA00239	LINC00239
NCRNA00240	LINC00240
NCRNA00241	AGPAT4-IT1
NCRNA00242	LINC00242
NCRNA00243	LINC00243
NCRNA00244	LINC00244
NCRNA00245	ZNF503-AS2
NCRNA00246	FAM226A
NCRNA00246A	FAM226A
NCRNA00246B	FAM226B
NCRNA00247	WDFY3-AS2
NCRNA00248	TRAF3IP2-AS1
NCRNA00249	LINC01617
NCRNA00251	LINC00251
NCRNA00252	SAMD12-AS1
NCRNA00253	PRAC2
NCRNA00254	LINC00254
NCRNA00255	RAD21-AS1
NCRNA00256A	FAM225A
NCRNA00256B	FAM225B
NCRNA00257	BRWD1-AS1
NCRNA00258	GRIK1-AS2
NCRNA00259	EGFEM1P
NCRNA00260	LINC00260
NCRNA00261	LINC00261
NCRNA00262	HNF1A-AS1
NCRNA00263	OLMALINC
NCRNA00264	FAM238A
NCRNA00265	LINC00265
NCRNA00265-2P	LINC00265-2P
NCRNA00265-3P	LINC00265-3P
NCRNA00265B	LINC00265-2P
NCRNA00265C	LINC00265-3P
NCRNA00266	SEPTIN14P20
NCRNA00266-1	SEPTIN14P20
NCRNA00266-3	SEPTIN14P6
NCRNA00266-4P	SEPTIN14P23
NCRNA00266C	SEPTIN14P6
NCRNA00266D	SEPTIN14P23
NCRNA00268-2P	LINC00268-2P
NCRNA00268B	LINC00268-2P
NCRNA00269	LINC00269
NCRNA00271	AHI1-DT
NCRNA00272	LINC00272
NCRNA00273	LINC00273
NCRNA00275	ZFAS1
NCRNA00276	LINC00276
NCRNA00277	EWSAT1
NCRNA00278	LINC00278
NCRNA00279	LINC00279
NCRNA00280	LINC00280
NCRNA00281	FAM230C
NCRNA00282	TMEM272
NCRNA00284	NRAD1
NCRNA00285	C21ORF91-OT1
NCRNA00286A	WASIR2
NCRNA00286B	WASIR1
NCRNA00287	MIR600HG
NCRNA00288	KIRREL3-AS3
NCRNA00290	LINC00290
NCRNA00291	TTC6
NCRNA00292	FLVCR1-DT
NCRNA00293	LINC00293
NCRNA00294	LINC00294
NCRNA00295	TUSC7
NCRNA00297	LINC00297
NCRNA00299	LINC00299
NCRNA00300	KIF25-AS1
NCRNA00301	LINC00301
NCRNA00302	LINC00302
NCRNA00303	LINC00303
NCRNA00304	LINC00304
NCRNA00305	LINC00305
NCRNA00306	MIR7-3HG
NCRNA00307	LINC00307
NCRNA00308	LINC00308
NCRNA00309	LINC00309
NCRNA00310	LINC00310
NCRNA00311	LINC00311
NCRNA00312	LINC00312
NCRNA00313	LINC00313
NCRNA00314	LINC00314
NCRNA00315	LINC00315
NCRNA00316	LINC00316
NCRNA00317	LINC00317
NCRNA00318	ZNF295-AS1
NCRNA00319	LINC00319
NCRNA00320	LINC00320
NCRNA00321	ANP32A-IT1
NCRNA00322	LINC00322
NCRNA00323	LINC00323
NCRNA00324	LINC00324
NCRNA00325	MORC2-AS1
NCRNA00326	LINC00326
NCRNA00327	LINC00327
NCRNA00328	LINC00328
NCRNA00328-2P	LINC00328-2P
NCRNA00328A	LINC00328
NCRNA00328B	LINC00328-2P
NCRNA00330	LINC00330
NCRNA00331	LINC00331
NCRNA00332	LINC00332
NCRNA00333	LINC00333
NCRNA00334	LINC00334
NCRNA00335	CRMA
NCRNA00336	LINC00336
NCRNA00337	ICMT-DT
NCRNA00338	SNHG20
NCRNA00339	LINC00339
NCRNA00341	SYNE3
NCRNA00342	LINC00342
NCRNA00343	LINC00343
NCRNA00344	LINC00343
NCRNA00346	PRECSIT
NCX1	SLC8A1
NDNL1	MAGEL2
NDNL2	NSMCE3
NDUFA12L	NDUFAF2
NDUFA4	COXFA4
NDUFA4L	COXFA4P2
NDUFA4L2	COXFA4L2
NDUFA4P1	COXFA4P1
NDUFA4P2	COXFA4P2
NDUFA6-AS1	NDUFA6-DT
NDUFB11P	NDUFB11P1
NDUFB1P	NDUFB1P1
NDUFS2L	NDUFA9
NDUFV3-AS1	ERVH48-1
NEC1	PCSK1
NEC2	PCSK2
NEDD2	CASP2
NEDD3	DRG1
NEDD5	SEPTIN2
NEDD6	RPL10A
NEF3	NEFM
NEF4	PRPH
NEF5	INA
NEFHL	NEFHP1
NEGF1	PTN
NEGF2	MDK
NEK2P	NEK2P1
NELF	NSMF
NEM1	TPM3
NEM2	NEB
NEP	DDR1
NEPRO	RMP64
NEU	NEU1
NEURL	NEURL1
NEUROD	NEUROD1
NEUROD3	NEUROG1
NF1L1	NF1P3
NF1L2	NF1P8
NF1L4	NF1P4
NF1L5	NF1P5
NF1L6	NF1P6
NF1L7	NF1P7
NFI	NFIC
NFKB3	RELA
NFKBI	NFKBIA
NFKBIL	NFKBIL1
NFKBIL2	TONSL
NFYAP	NFYAP1
NGFB	NGF
NGFRAP1	BEX3
NGFRAP1L1	BEX5
NGL	ERBB2
NHE-1	SLC9A1
NHE1	SLC9A1
NHE2	SLC9A2
NHE3	SLC9A3
NHE3P	SLC9A3P1
NHEDC1	SLC9B1
NHEDC1P1	SLC9B1P1
NHEDC1P2	SLC9B1P2
NHEDC2	SLC9B2
NHP2L1	SNU13
NICAL	MICAL1
NID	NID1
NIFUN	ISCU
NIPBL-AS1	NIPBL-DT
NKAIN3-IT1	NKAIN3
NKG2	KLRC1
NKNA	TAC1
NKNAR	TACR2
NKNB	TAC3
NKR	KLRB1
NKSF1	IL12A
NKSF2	IL12B
NKX2A	NKX2-1
NKX2B	NKX2-2
NKX2C	NKX2-3
NKX2D	NKX2-4
NKX2E	NKX2-5
NKX2H	NKX2-8
NKX3A	NKX3-1
NKX6A	NKX6-1
NLE	NLE1
NLGN4	NLGN4X
NLGN4Y-AS	NLGN4Y-AS1
NLGN4YAS	NLGN4Y-AS1
NLRP2P	NLRP2B
NLRP3P	NLRP3P1
NLRP9P	NLRP9P1
NLVCF	MRPL40
NMD3P	NMD3P1
NMDAR1	GRIN1
NMDAR2A	GRIN2A
NMDAR2B	GRIN2B
NMDAR2C	GRIN2C
NMDAR2D	GRIN2D
NMDARA1	GRINA
NMNATP	NMNAT1P1
NMOR1	NQO1
NMOR2	NQO2
NMRAL1P1	NMRAL2P
NMU2R	NMUR2
NMYC	MYCN
NOC4	EMC8
NOL1	NOP2
NOL14	NOP14
NOL5A	NOP56
NOL5B	NOP56P1
NOL5BP	NOP56P1
NOLA1	GAR1
NOLA2	NHP2
NOLA2P1	NHP2P1
NOLA3	NOP10
NOP17	PIH1D1
NOPD1	NSUN6
NOS	NOS1
NOS2A	NOS2
NOS2B	NOS2P2
NOS2C	NOS2P1
NOS3AS	ATG9B
NOT1	CNOT1
NOT2	CNOT2
NOT3	CNOT3
NOT4	CNOT4
NOTCH2NL	NOTCH2NLA
NOV	CCN3
NOVA1-AS1	NOVA1-DT
NOVA3	NOVA2
NP	PNP
NPAL1	NIPAL1
NPAL2	NIPAL2
NPAL3	NIPAL3
NPAP60L	NUP50
NPH1	NPHP1
NPHL1	CLCN5
NPHL2	CLCN5
NPHP2	INVS
NPIP	NPIPA1
NPIPL1	NPIPB7
NPIPL2	NPIPB15
NPIPL3	NPIPB3
NPM1P15	NPM1P3
NPM1P16	NPM1P7
NPMP1	NPM1P1
NPMP2	NPM1P2
NPMP3	NPM1P3
NPMP4	NPM1P4
NPMP5	NPM1P5
NPMP6	NPM1P6
NPMP7	NPM1P7
NPPA-AS	NPPA-AS1
NPPAAS	NPPA-AS1
NPPS	ENPP1
NPRA	NPR1
NPRB	NPR2
NPRC	NPR3
NPS1	LMX1B
NPT1	SLC17A1
NPT2	SLC34A1
NPY6R	NPY6RP
NPYR	NPY1R
NQO3A2	CYB5R1
NR1H2-AS1	NAPSA
NR3C1P	NR3C1P1
NRAMP	SLC11A1
NRAMP1	SLC11A1
NRAMP2	SLC11A2
NRBP	NRBP1
NRD1	NRDC
NRG1-IT2	NRG1
NRPB	ENC1
NRXN4	CNTNAP1
NS1	PTPN11
NSBP1	HMGN5
NSEP1	YBX1
NSEP1P	YBX1P1
NSFP	NSFP1
NSP	RTN1
NSUN5B	NSUN5P1
NSUN5C	NSUN5P2
NSX	POLA1
NT5	NT5E
NT5B	NT5C2
NT5C2L1	NT5DC1
NT5C3	NT5C3A
NT5C3L	NT5C3B
NT5C3P1	NT5C3AP1
NTF5	NTF4
NTF6	NTF6A
NTKL	SCYL1
NTM-IT3	NTM-IT
NTN2L	NTN3
NTRK4	DDR1
NTRKR1	ROR1
NTRKR2	ROR2
NTRKR3	DDR2
NUDT16P	NUDT16L2P
NUDT16P1	NUDT16L2P
NUDT4P1	NUDT4B
NUFIP1P	NUFIP1P1
NUP50-AS1	NUP50-DT
NUP50P	NUP50P1
NUPL1	NUP58
NUPL1P1	NUP58P1
NUPL2	NUP42
NUPR1L	NUPR2
NURR1	NR4A2
NYS	FRMD7
NYS1	FRMD7
O3FAR1	FFAR4
OA1	GPR143
OA1P	GPR143YP
OACT1	MBOAT1
OACT2	MBOAT2
OACT4	MBOAT4
OACT5	LPCAT3
OATL1	TBC1D25
OATL3	OATP1
OAZ	OAZ1
OAZIN	AZIN1
OB	LEP
OBFC1	STN1
OBFC2A	NABP1
OBFC2B	NABP2
OBS	LEP
OCD1	SLC6A4
OCP1	FBXO2
OCP2	SKP1P1
ODC2	ODCP
ODD	OSR1
ODDD	GJA1
ODF3	CIMAP1A
ODF3B	CIMAP1B
ODF3L1	CIMAP1C
ODF3L2	CIMAP1D
ODG1	FSHR
ODT1	EDA
ODZ1	TENM1
ODZ2	TENM2
ODZ4	TENM4
OFD1P10	OFD1P10Y
OFD1P11	OFD1P11Y
OFD1P12	OFD1P12Y
OFD1P13	OFD1P13Y
OFD1P14	OFD1P14Y
OFD1P15	OFD1P15Y
OFD1P16	OFD1P16Y
